"PassengerID","Survived"
892,0.111801242236025
893,0.474576271186441
894,0.111801242236025
895,0.111801242236025
896,0.474576271186441
897,0.111801242236025
898,0.474576271186441
899,0.111801242236025
900,0.474576271186441
901,0.111801242236025
902,0.111801242236025
903,0.468354430379747
904,0.943396226415094
905,0.111801242236025
906,0.943396226415094
907,0.943396226415094
908,0.111801242236025
909,0.111801242236025
910,0.474576271186441
911,0.474576271186441
912,0.136363636363636
913,1
914,0.943396226415094
915,0.468354430379747
916,0.943396226415094
917,0.111801242236025
918,0.943396226415094
919,0.111801242236025
920,0.468354430379747
921,0.0714285714285714
922,0.111801242236025
923,0.111801242236025
924,0.130434782608696
925,0.130434782608696
926,0.468354430379747
927,0.111801242236025
928,0.474576271186441
929,0.474576271186441
930,0.111801242236025
931,0.111801242236025
932,0.111801242236025
933,0.136363636363636
934,0.111801242236025
935,0.943396226415094
936,0.943396226415094
937,0.111801242236025
938,0.468354430379747
939,0.111801242236025
940,0.943396226415094
941,0.474576271186441
942,0.468354430379747
943,0.111801242236025
944,0.943396226415094
945,0.943396226415094
946,0.111801242236025
947,0.111801242236025
948,0.111801242236025
949,0.111801242236025
950,1
951,0.943396226415094
952,0.111801242236025
953,0.111801242236025
954,0.111801242236025
955,0.474576271186441
956,0.468354430379747
957,0.943396226415094
958,0.474576271186441
959,0.468354430379747
960,0.468354430379747
961,0.943396226415094
962,0.474576271186441
963,0.111801242236025
964,0.474576271186441
965,0.468354430379747
966,0.943396226415094
967,0.468354430379747
968,0.111801242236025
969,0.943396226415094
970,0.111801242236025
971,0.474576271186441
972,1
973,0.136363636363636
974,0.468354430379747
975,0.111801242236025
976,0.111801242236025
977,0.111801242236025
978,0.474576271186441
979,0.474576271186441
980,0.8
981,1
982,0.474576271186441
983,0.111801242236025
984,0.943396226415094
985,0.111801242236025
986,0.468354430379747
987,0.111801242236025
988,0.943396226415094
989,0.111801242236025
990,0.474576271186441
991,0.111801242236025
992,0.943396226415094
993,0.111801242236025
994,0.111801242236025
995,0.111801242236025
996,0.8
997,0.111801242236025
998,0.111801242236025
999,0.111801242236025
1000,0.111801242236025
1001,0.111801242236025
1002,0.111801242236025
1003,0.474576271186441
1004,0.943396226415094
1005,0.474576271186441
1006,0.943396226415094
1007,0.111801242236025
1008,0.111801242236025
1009,0.8
1010,0.468354430379747
1011,0.943396226415094
1012,0.943396226415094
1013,1
1014,0.943396226415094
1015,0.111801242236025
1016,0.111801242236025
1017,0.474576271186441
1018,0.111801242236025
1019,0.130434782608696
1020,0.111801242236025
1021,0.111801242236025
1022,0.111801242236025
1023,0.136363636363636
1024,0.130434782608696
1025,0.111801242236025
1026,0.111801242236025
1027,0.111801242236025
